ID del cliente,Sexo,Edad,Ingresos,Tipo de hogar,Estado civil,Número de hijos,Puntuación de crédito,Tipo de trabajo,Educación,Fecha de inicio de la póliza,Tipo de seguro,Monto del seguro,Fecha del reclamo,Monto del reclamo
228,Femenino,75,541121,Departamento,Casado,5,343,Independiente,Preparatoria,2022-05-30,Salud,3563,2022-04-21,3307
229,Masculino,32,313272,Departamento,Casado,4,336,Empleado,Universidad,2022-12-26,Auto,5687,2022-09-28,3173
230,Masculino,27,185586,Departamento,Soltero,5,581,Independiente,Posgrado,2022-04-26,Hogar,1793,2022-05-12,239
231,Femenino,39,946611,Casa,Soltero,3,517,Empleado,Posgrado,2022-05-09,Hogar,5223,2022-09-18,781
232,Masculino,70,819783,Departamento,Viudo,1,501,Empleado,Preparatoria,2022-08-18,Auto,6627,2022-06-17,3146
233,Masculino,44,742807,Casa,Casado,2,508,Empleado,Posgrado,2022-12-28,Hogar,3632,2022-12-15,2978
234,Masculino,69,874368,Departamento,Casado,5,407,Independiente,Universidad,2022-03-26,Auto,8533,2022-03-13,554
235,Masculino,75,960430,Departamento,Soltero,3,592,Independiente,Posgrado,2023-02-10,Hogar,5290,2022-10-09,4250
236,Masculino,48,101847,Casa,Viudo,5,806,Empresario,Posgrado,2022-12-02,Salud,9389,2022-08-17,511
237,Femenino,79,798337,Casa,Divorciado,3,704,Empleado,Posgrado,2022-12-18,Hogar,3551,2023-02-07,778
238,Masculino,58,436847,Departamento,Viudo,0,734,Empleado,Posgrado,2023-01-29,Salud,1057,2022-10-10,672
239,Masculino,25,518849,Departamento,Casado,3,683,Independiente,Preparatoria,2022-06-27,Vida,8377,2023-01-21,1053
240,Masculino,39,368411,Casa,Soltero,4,805,Empleado,Posgrado,2022-11-11,Vida,4164,2022-10-12,2483
241,Femenino,79,741881,Departamento,Divorciado,3,779,Empleado,Posgrado,2022-05-27,Auto,1169,2023-02-04,653
242,Femenino,29,182120,Departamento,Divorciado,0,806,Empleado,Preparatoria,2022-08-06,Salud,7659,2022-05-20,325
243,Femenino,59,214660,Casa,Casado,4,320,Empresario,Posgrado,2022-03-25,Auto,5273,2022-04-19,4038
244,Masculino,63,748148,Departamento,Casado,1,346,Empleado,Preparatoria,2022-07-12,Vida,5415,2022-09-06,2620
245,Masculino,61,742557,Departamento,Casado,1,586,Empresario,Preparatoria,2022-07-19,Vida,9447,2022-05-17,4347
246,Masculino,57,842815,Departamento,Viudo,2,362,Empresario,Universidad,2023-02-17,Vida,7961,2022-10-09,1517
247,Masculino,41,332055,Departamento,Divorciado,2,589,Empleado,Universidad,2023-02-19,Auto,3930,2022-09-21,3119
248,Femenino,43,662785,Departamento,Soltero,3,799,Independiente,Preparatoria,2022-10-01,Salud,5829,2022-12-04,1849
249,Masculino,20,656559,Casa,Casado,3,660,Empleado,Preparatoria,2022-05-13,Hogar,2453,2022-03-16,846
250,Femenino,18,387094,Casa,Soltero,0,530,Independiente,Posgrado,2022-08-06,Hogar,4363,2022-04-02,4219
251,Masculino,31,602262,Departamento,Soltero,1,754,Empresario,Preparatoria,2022-06-12,Auto,8812,2022-07-31,1716
252,Femenino,70,970326,Departamento,Viudo,4,530,Independiente,Posgrado,2022-09-18,Salud,2687,2022-08-01,545
253,Femenino,55,211803,Departamento,Casado,2,690,Empleado,Preparatoria,2023-03-02,Auto,8638,2022-05-08,4769
254,Masculino,76,198687,Casa,Casado,2,555,Empleado,Universidad,2023-01-04,Auto,1383,2022-03-17,43
255,Masculino,44,15143,Casa,Casado,1,474,Empresario,Preparatoria,2022-05-08,Salud,6867,2022-05-29,6375
256,Masculino,49,38072,Casa,Casado,1,561,Empleado,Posgrado,2022-06-27,Vida,1433,2022-06-14,1325
257,Masculino,54,150436,Casa,Casado,2,470,Independiente,Universidad,2022-04-19,Hogar,7726,2023-01-22,3975
258,Femenino,19,26227,Casa,Divorciado,0,436,Empresario,Posgrado,2023-01-21,Auto,9519,2022-06-03,779
259,Femenino,75,470586,Casa,Soltero,5,751,Empresario,Posgrado,2022-08-08,Salud,1706,2022-06-27,1556
260,Femenino,80,736030,Departamento,Divorciado,1,462,Independiente,Posgrado,2022-12-03,Hogar,6240,2022-04-12,836
261,Masculino,77,865796,Departamento,Casado,1,430,Empleado,Posgrado,2022-12-27,Vida,1838,2023-01-07,1558
262,Masculino,62,629330,Casa,Divorciado,3,651,Independiente,Posgrado,2022-06-27,Auto,7173,2022-10-03,5189
263,Femenino,76,498732,Casa,Casado,1,772,Empresario,Preparatoria,2022-06-18,Vida,5181,2022-11-21,4300
264,Masculino,60,964905,Departamento,Soltero,3,520,Empleado,Posgrado,2022-09-23,Hogar,8706,2022-03-22,7895
265,Femenino,78,233564,Casa,Soltero,1,650,Empleado,Preparatoria,2022-06-01,Vida,9475,2022-08-07,6935
266,Femenino,22,326233,Departamento,Viudo,3,733,Independiente,Preparatoria,2022-05-16,Salud,4663,2022-07-13,1823
267,Masculino,62,16199,Casa,Divorciado,1,366,Independiente,Preparatoria,2023-02-08,Vida,8040,2022-07-27,6303
268,Masculino,58,59246,Casa,Divorciado,0,840,Empresario,Preparatoria,2022-12-01,Hogar,8918,2022-12-20,5180
269,Femenino,74,834865,Departamento,Divorciado,4,329,Empresario,Universidad,2022-08-11,Auto,4649,2022-03-24,3408
270,Masculino,35,92428,Casa,Casado,4,440,Independiente,Posgrado,2023-01-12,Auto,8355,2022-11-12,2844
271,Masculino,26,50120,Departamento,Casado,2,756,Independiente,Posgrado,2023-01-15,Auto,6543,2022-04-13,1697
272,Masculino,41,228546,Casa,Soltero,1,524,Empresario,Universidad,2022-09-14,Auto,3454,2022-11-18,1177
273,Masculino,58,972346,Casa,Viudo,0,819,Empleado,Posgrado,2022-09-15,Vida,1034,2022-09-16,974
274,Masculino,64,833069,Casa,Soltero,4,598,Empleado,Posgrado,2022-04-30,Vida,7277,2022-11-17,7078
275,Femenino,34,640402,Departamento,Viudo,0,635,Empresario,Posgrado,2023-01-08,Auto,8209,2022-11-23,4877
276,Masculino,33,512452,Casa,Casado,3,461,Empleado,Preparatoria,2022-07-08,Hogar,3977,2023-02-07,1797
277,Masculino,54,97057,Departamento,Viudo,5,313,Empleado,Posgrado,2022-07-01,Salud,5421,2023-01-15,3210
278,Masculino,49,996067,Departamento,Divorciado,0,350,Empleado,Posgrado,2022-12-23,Auto,2336,2022-09-20,428
279,Masculino,48,458719,Departamento,Divorciado,5,465,Independiente,Posgrado,2022-05-19,Vida,5336,2022-06-06,3359
280,Femenino,64,710820,Departamento,Viudo,1,655,Empleado,Posgrado,2023-02-05,Salud,7561,2022-07-09,6260
281,Femenino,66,759368,Departamento,Divorciado,5,829,Empleado,Posgrado,2023-01-02,Salud,5809,2022-12-26,3996
282,Masculino,38,41870,Casa,Soltero,4,332,Empresario,Preparatoria,2022-11-28,Auto,4934,2022-09-08,1185
283,Masculino,46,979357,Departamento,Soltero,4,533,Empleado,Posgrado,2022-10-25,Salud,4069,2022-11-02,1495
284,Femenino,38,128907,Departamento,Divorciado,1,613,Empleado,Preparatoria,2022-05-08,Auto,3057,2022-09-27,2629
285,Femenino,30,896268,Departamento,Casado,2,378,Empresario,Preparatoria,2022-04-27,Salud,4676,2023-01-05,3558
286,Femenino,50,287889,Departamento,Divorciado,1,542,Independiente,Preparatoria,2023-02-01,Vida,4855,2022-06-11,3657
287,Masculino,19,96022,Casa,Divorciado,2,333,Empleado,Preparatoria,2022-04-23,Hogar,8487,2022-08-01,7243
288,Masculino,20,784527,Departamento,Viudo,5,806,Empleado,Universidad,2022-04-30,Hogar,1931,2022-10-12,112
289,Masculino,20,276447,Casa,Soltero,5,508,Empleado,Posgrado,2022-10-08,Salud,2910,2023-02-28,278
290,Femenino,40,647471,Casa,Viudo,0,486,Empresario,Universidad,2022-10-21,Hogar,5814,2023-01-16,4657
291,Masculino,39,169410,Departamento,Divorciado,2,594,Empresario,Universidad,2022-10-03,Hogar,3726,2023-03-02,1709
292,Femenino,28,817778,Casa,Casado,4,783,Empresario,Preparatoria,2022-10-21,Vida,1462,2022-03-18,664
293,Masculino,76,476291,Casa,Soltero,3,364,Empleado,Preparatoria,2022-11-22,Salud,7076,2023-01-18,7018
294,Masculino,50,669015,Departamento,Soltero,1,612,Empleado,Preparatoria,2022-06-20,Salud,2161,2022-04-18,787
295,Masculino,36,827597,Departamento,Casado,4,345,Empleado,Preparatoria,2022-07-23,Salud,7371,2022-05-28,2941
296,Masculino,37,692932,Casa,Viudo,0,645,Empresario,Preparatoria,2022-12-18,Vida,8710,2023-02-10,886
297,Femenino,50,567396,Casa,Soltero,4,574,Independiente,Posgrado,2022-08-26,Hogar,9570,2022-08-04,7777
298,Masculino,32,214555,Casa,Casado,4,818,Empleado,Preparatoria,2022-07-29,Salud,2499,2022-06-24,270
299,Masculino,60,719694,Casa,Casado,0,705,Empresario,Universidad,2023-01-16,Hogar,9533,2022-08-27,4370
300,Masculino,68,515641,Departamento,Viudo,5,514,Empleado,Universidad,2022-09-30,Vida,7530,2022-11-05,3315
301,Masculino,80,693935,Casa,Casado,0,360,Empresario,Preparatoria,2022-08-05,Vida,4769,2022-04-13,347
302,Femenino,79,572547,Departamento,Divorciado,1,818,Empleado,Posgrado,2022-11-27,Salud,3519,2022-07-10,3277
303,Femenino,26,215766,Casa,Divorciado,0,435,Independiente,Universidad,2022-12-09,Auto,6470,2022-08-22,1682
304,Masculino,44,927116,Casa,Divorciado,5,441,Empresario,Universidad,2022-11-23,Vida,4613,2022-04-16,3439
305,Masculino,42,848973,Casa,Soltero,3,458,Empleado,Universidad,2022-04-06,Auto,2278,2022-08-13,1006
306,Femenino,76,619133,Departamento,Soltero,3,714,Independiente,Posgrado,2022-08-10,Hogar,6241,2022-12-24,3851
307,Masculino,34,874732,Departamento,Casado,3,732,Empresario,Universidad,2022-06-22,Vida,1810,2022-05-12,207
308,Femenino,31,382942,Casa,Casado,2,842,Empresario,Posgrado,2023-01-01,Hogar,4461,2022-06-13,2890
309,Femenino,50,88057,Casa,Casado,5,807,Empleado,Universidad,2023-02-24,Salud,4004,2023-02-20,1395
310,Masculino,46,103220,Departamento,Divorciado,5,645,Independiente,Posgrado,2022-09-16,Auto,7871,2022-06-14,4264
311,Femenino,67,99946,Departamento,Soltero,4,750,Independiente,Posgrado,2022-08-15,Hogar,6721,2022-07-13,4332
312,Femenino,61,114774,Departamento,Soltero,4,765,Empresario,Preparatoria,2022-07-14,Salud,3529,2023-02-03,250
313,Femenino,19,266869,Departamento,Viudo,0,398,Independiente,Posgrado,2022-05-31,Hogar,8963,2023-01-09,7569
314,Masculino,72,318111,Departamento,Viudo,5,714,Independiente,Universidad,2022-07-25,Hogar,2560,2022-04-23,219
315,Femenino,49,218435,Departamento,Viudo,3,725,Empresario,Posgrado,2023-02-19,Vida,4623,2023-01-10,2156
316,Masculino,36,41667,Departamento,Soltero,4,507,Empresario,Universidad,2022-08-12,Hogar,2379,2022-04-16,1708
317,Masculino,74,516539,Casa,Viudo,1,668,Empresario,Posgrado,2022-05-10,Auto,2219,2022-03-14,2104
318,Masculino,78,689659,Casa,Viudo,3,683,Empleado,Preparatoria,2022-06-15,Salud,4803,2022-05-14,2122
319,Masculino,73,277206,Casa,Soltero,4,639,Independiente,Posgrado,2022-04-20,Hogar,6075,2022-04-30,1456
320,Masculino,38,31415,Casa,Divorciado,1,789,Independiente,Universidad,2023-02-26,Hogar,6845,2022-12-18,669
321,Masculino,49,170957,Departamento,Divorciado,1,609,Empresario,Universidad,2022-04-01,Salud,7240,2022-06-30,544
322,Masculino,23,789140,Departamento,Casado,0,795,Empresario,Preparatoria,2023-01-18,Auto,7402,2022-03-24,6862
323,Masculino,26,104816,Casa,Soltero,1,344,Independiente,Preparatoria,2022-12-24,Hogar,6076,2022-11-15,544
324,Femenino,77,644874,Casa,Soltero,2,642,Empleado,Posgrado,2022-05-20,Salud,6804,2022-03-23,5678
325,Masculino,28,653899,Departamento,Soltero,1,674,Independiente,Posgrado,2022-05-28,Auto,7923,2022-12-15,371
326,Masculino,53,853165,Casa,Viudo,3,782,Empleado,Posgrado,2022-09-19,Hogar,1328,2022-07-14,1219
327,Femenino,79,833215,Casa,Casado,3,621,Independiente,Universidad,2022-07-10,Auto,8477,2022-05-11,7805
328,Femenino,43,105704,Departamento,Divorciado,3,453,Empleado,Universidad,2022-12-02,Auto,9957,2022-04-07,9789
329,Femenino,44,603074,Departamento,Soltero,0,658,Empleado,Preparatoria,2022-06-12,Hogar,5372,2022-07-06,715
330,Masculino,74,212460,Casa,Viudo,2,559,Empresario,Universidad,2022-03-31,Auto,8821,2023-01-03,1644
331,Masculino,58,174802,Casa,Soltero,3,625,Empresario,Universidad,2022-12-08,Vida,4599,2022-03-06,2049
332,Femenino,31,842148,Departamento,Viudo,2,457,Empresario,Preparatoria,2022-12-29,Salud,1545,2022-10-31,361
333,Masculino,38,460307,Departamento,Viudo,5,593,Independiente,Universidad,2022-03-28,Vida,2823,2022-03-26,133
334,Masculino,73,525998,Departamento,Casado,4,632,Empleado,Preparatoria,2022-05-24,Hogar,2937,2022-12-27,2586
335,Masculino,50,155079,Departamento,Casado,4,670,Empleado,Preparatoria,2022-03-10,Vida,2782,2023-01-14,1973
336,Femenino,50,761454,Casa,Soltero,0,601,Independiente,Universidad,2022-04-08,Auto,4007,2023-02-27,751
337,Femenino,22,255890,Casa,Casado,5,671,Empleado,Posgrado,2022-11-14,Salud,3959,2022-10-17,1007
338,Masculino,28,115466,Departamento,Divorciado,3,826,Independiente,Posgrado,2023-01-28,Hogar,1519,2022-06-21,11
339,Femenino,80,401831,Casa,Casado,3,472,Empresario,Universidad,2022-06-24,Salud,1778,2022-03-06,110
340,Femenino,59,417658,Departamento,Soltero,1,628,Independiente,Universidad,2022-12-31,Salud,4904,2022-10-15,3701
341,Femenino,73,69582,Departamento,Soltero,1,815,Empresario,Universidad,2022-08-22,Vida,4093,2022-07-05,2789
342,Femenino,57,620751,Casa,Divorciado,3,313,Empresario,Preparatoria,2022-12-03,Vida,2632,2022-09-13,335
343,Masculino,43,479160,Departamento,Divorciado,2,767,Empleado,Universidad,2023-01-30,Auto,1943,2022-04-01,1812
344,Femenino,65,81562,Casa,Casado,2,787,Empleado,Preparatoria,2022-10-12,Hogar,3036,2022-06-09,2630
345,Femenino,54,53974,Departamento,Divorciado,3,639,Empresario,Universidad,2023-02-26,Auto,1649,2023-01-13,410
346,Masculino,47,852201,Casa,Divorciado,5,551,Empresario,Posgrado,2023-01-25,Auto,5845,2022-12-25,4234
347,Masculino,67,239609,Departamento,Divorciado,2,808,Independiente,Preparatoria,2022-06-23,Vida,2697,2023-03-05,151
348,Femenino,44,835089,Casa,Divorciado,4,627,Empleado,Preparatoria,2022-04-25,Hogar,2555,2022-08-10,2395
349,Masculino,21,26080,Casa,Viudo,3,512,Empresario,Posgrado,2022-12-31,Vida,4962,2022-08-11,4268
350,Masculino,53,327663,Casa,Viudo,0,467,Empleado,Posgrado,2022-12-26,Vida,7372,2022-04-06,2624
351,Masculino,63,77726,Departamento,Casado,1,669,Independiente,Universidad,2022-05-17,Auto,4102,2022-04-26,4008
352,Femenino,67,271374,Casa,Soltero,0,559,Empresario,Posgrado,2022-08-02,Hogar,9308,2022-09-23,1948
353,Femenino,74,33063,Departamento,Divorciado,5,360,Empleado,Preparatoria,2022-10-29,Salud,2126,2022-03-12,117
354,Femenino,65,388937,Departamento,Divorciado,0,365,Independiente,Posgrado,2022-04-25,Vida,7027,2022-09-13,3137
355,Masculino,49,21491,Departamento,Soltero,2,560,Independiente,Posgrado,2022-03-26,Salud,8293,2022-07-29,4450
356,Masculino,22,193207,Departamento,Divorciado,3,741,Empresario,Posgrado,2023-02-06,Hogar,4278,2022-04-18,3653
357,Masculino,33,127361,Departamento,Divorciado,2,718,Empleado,Preparatoria,2022-11-08,Salud,6435,2022-04-23,4024
358,Femenino,75,664376,Departamento,Viudo,1,745,Independiente,Posgrado,2023-02-16,Salud,3197,2023-02-02,386
359,Femenino,60,954601,Departamento,Soltero,0,310,Independiente,Preparatoria,2022-09-27,Vida,3473,2023-02-25,2653
360,Femenino,75,71927,Departamento,Divorciado,0,308,Empresario,Posgrado,2022-08-22,Vida,4035,2022-10-04,3971
361,Femenino,61,476761,Casa,Divorciado,5,379,Empleado,Preparatoria,2022-08-31,Hogar,8456,2022-07-14,266
362,Femenino,36,953141,Departamento,Soltero,5,667,Empresario,Preparatoria,2022-05-09,Vida,5963,2022-08-30,4062
363,Femenino,59,778490,Departamento,Casado,2,748,Empleado,Preparatoria,2022-03-20,Vida,1659,2022-06-27,1145
364,Masculino,53,153734,Casa,Divorciado,0,669,Empresario,Preparatoria,2022-07-01,Salud,6426,2022-08-20,4272
365,Masculino,72,511525,Casa,Soltero,2,323,Empresario,Universidad,2022-03-30,Auto,3218,2022-08-17,2100
366,Masculino,54,222893,Casa,Viudo,4,634,Empresario,Preparatoria,2023-01-13,Auto,8351,2022-05-21,2064
367,Masculino,65,332719,Departamento,Viudo,5,724,Empresario,Universidad,2022-10-05,Vida,9399,2022-06-02,2171
368,Masculino,78,614644,Departamento,Soltero,2,747,Empleado,Universidad,2022-08-23,Vida,3637,2022-09-20,146
369,Masculino,22,818566,Departamento,Viudo,5,751,Independiente,Preparatoria,2022-04-25,Auto,2343,2022-08-19,2015
370,Masculino,68,310791,Casa,Divorciado,2,841,Independiente,Posgrado,2022-09-08,Vida,1347,2022-05-31,873
371,Masculino,41,700848,Departamento,Soltero,2,318,Empresario,Posgrado,2022-04-26,Hogar,6835,2022-11-03,5972
372,Masculino,58,841780,Casa,Viudo,2,781,Independiente,Universidad,2022-05-28,Hogar,8278,2022-05-26,8029
373,Femenino,18,904479,Casa,Viudo,0,683,Empleado,Preparatoria,2022-10-28,Salud,4380,2022-03-29,3224
374,Femenino,59,597164,Departamento,Casado,3,487,Empresario,Universidad,2022-07-18,Salud,9282,2022-07-20,4216
375,Masculino,78,764479,Casa,Divorciado,5,840,Empleado,Universidad,2022-11-30,Auto,8351,2022-03-14,7184
376,Masculino,26,964973,Casa,Casado,4,752,Empleado,Preparatoria,2023-01-05,Hogar,6397,2022-04-20,1933
377,Masculino,63,840621,Departamento,Soltero,3,560,Empleado,Posgrado,2022-12-16,Vida,3676,2022-04-21,30
378,Femenino,53,166995,Departamento,Soltero,4,615,Empleado,Universidad,2022-07-03,Hogar,6696,2022-04-27,1190
379,Masculino,19,597332,Departamento,Casado,2,543,Empleado,Universidad,2022-04-15,Vida,2907,2022-03-21,1426
380,Femenino,64,909168,Departamento,Casado,0,609,Empresario,Universidad,2022-05-16,Vida,4675,2022-06-29,1955
381,Masculino,67,15461,Departamento,Soltero,3,611,Empleado,Universidad,2023-02-08,Vida,4604,2023-01-27,609
382,Masculino,74,736370,Departamento,Casado,2,725,Empleado,Universidad,2022-07-06,Salud,5671,2022-09-07,4922
383,Masculino,62,471451,Departamento,Divorciado,4,487,Empleado,Universidad,2022-05-06,Hogar,3831,2022-03-24,2969
384,Masculino,19,727770,Casa,Soltero,5,642,Independiente,Preparatoria,2022-10-07,Salud,8276,2022-03-16,4713
385,Masculino,37,765863,Departamento,Casado,2,348,Independiente,Posgrado,2022-08-18,Vida,6638,2022-05-02,618
386,Masculino,57,536747,Casa,Casado,4,630,Empresario,Preparatoria,2023-01-05,Salud,1355,2022-07-18,33
387,Masculino,58,123551,Casa,Viudo,2,531,Empresario,Universidad,2022-09-13,Hogar,1066,2022-11-29,953
388,Femenino,65,265472,Departamento,Soltero,5,418,Independiente,Posgrado,2022-07-01,Vida,8353,2022-08-15,1587
389,Femenino,34,588316,Casa,Soltero,5,416,Independiente,Posgrado,2023-02-03,Auto,6931,2022-05-25,865
390,Masculino,35,538391,Departamento,Divorciado,3,326,Independiente,Preparatoria,2022-08-27,Auto,3768,2022-11-26,3746
391,Femenino,79,259411,Casa,Soltero,3,629,Independiente,Universidad,2022-04-24,Hogar,7734,2022-06-04,7246
392,Femenino,69,393819,Casa,Viudo,5,539,Empleado,Universidad,2022-03-08,Salud,2273,2022-08-12,1953
393,Masculino,22,796972,Departamento,Casado,4,828,Independiente,Universidad,2022-04-06,Auto,7558,2022-11-09,4322
394,Femenino,23,798060,Departamento,Viudo,1,531,Empleado,Universidad,2022-05-14,Hogar,2257,2022-10-31,1927
395,Femenino,73,997780,Departamento,Soltero,2,725,Empleado,Universidad,2022-04-07,Auto,4971,2022-08-19,1890
396,Masculino,28,338507,Casa,Viudo,3,469,Empleado,Posgrado,2022-04-13,Hogar,6285,2022-11-08,456
397,Femenino,38,995016,Departamento,Casado,0,312,Empleado,Preparatoria,2023-01-20,Hogar,4794,2022-11-18,4071
398,Femenino,18,291298,Departamento,Divorciado,0,411,Independiente,Preparatoria,2022-03-14,Auto,7541,2022-07-04,331
399,Femenino,59,62714,Departamento,Soltero,5,383,Independiente,Preparatoria,2022-12-28,Auto,9590,2022-03-22,6548
400,Femenino,74,559977,Departamento,Divorciado,4,827,Empresario,Universidad,2022-12-29,Auto,5700,2022-12-27,9
401,Femenino,40,292223,Casa,Divorciado,4,336,Independiente,Preparatoria,2022-11-11,Vida,2108,2022-10-14,839
402,Masculino,25,465211,Departamento,Soltero,1,524,Empleado,Preparatoria,2022-12-27,Salud,9994,2022-12-21,3204
403,Femenino,73,595879,Casa,Casado,5,359,Empleado,Posgrado,2022-03-29,Salud,1028,2022-04-08,394
404,Femenino,27,679527,Departamento,Viudo,3,811,Empleado,Universidad,2022-04-20,Salud,2370,2022-07-21,567
405,Masculino,70,285906,Casa,Soltero,2,632,Independiente,Preparatoria,2022-06-03,Hogar,6498,2022-09-23,4520
406,Masculino,31,346774,Departamento,Divorciado,1,719,Empresario,Preparatoria,2022-11-17,Vida,8396,2022-07-29,5408
407,Masculino,53,578428,Departamento,Viudo,1,510,Empresario,Universidad,2022-08-29,Salud,7140,2022-12-19,7087
408,Femenino,72,764989,Departamento,Divorciado,4,350,Independiente,Posgrado,2022-10-08,Hogar,8929,2022-12-01,7233
409,Femenino,42,738416,Casa,Divorciado,3,360,Empleado,Preparatoria,2022-07-27,Auto,1205,2022-06-08,741
410,Masculino,77,672428,Casa,Viudo,4,563,Independiente,Universidad,2022-09-03,Hogar,1611,2022-11-24,875
411,Femenino,28,624892,Departamento,Divorciado,1,325,Independiente,Posgrado,2022-09-10,Hogar,3222,2023-01-31,2606
412,Femenino,49,99725,Departamento,Viudo,0,321,Independiente,Posgrado,2023-01-16,Auto,8321,2022-10-11,421
413,Femenino,33,875839,Casa,Casado,1,790,Independiente,Universidad,2022-05-22,Vida,3980,2022-07-01,756
414,Femenino,59,903218,Casa,Soltero,3,711,Independiente,Preparatoria,2022-11-18,Salud,8368,2022-04-02,6729
415,Masculino,56,66481,Casa,Divorciado,1,550,Independiente,Preparatoria,2022-11-16,Vida,4391,2022-06-16,2171
416,Femenino,36,345961,Casa,Casado,5,619,Empresario,Universidad,2023-02-10,Vida,9402,2023-01-20,6920
417,Femenino,62,672090,Departamento,Soltero,0,620,Independiente,Preparatoria,2022-11-26,Vida,2548,2022-09-08,937
418,Masculino,22,307446,Departamento,Viudo,5,531,Independiente,Posgrado,2022-08-26,Salud,2407,2022-04-13,2149
419,Femenino,54,396688,Casa,Divorciado,3,752,Empresario,Universidad,2022-04-19,Vida,1607,2022-07-06,408
420,Masculino,64,47435,Casa,Viudo,1,443,Independiente,Posgrado,2022-10-24,Salud,8130,2023-03-01,33
421,Masculino,36,992572,Departamento,Soltero,2,640,Independiente,Preparatoria,2022-04-11,Salud,8644,2022-04-02,7810
422,Femenino,38,863039,Departamento,Viudo,0,723,Empresario,Posgrado,2022-05-06,Hogar,3693,2023-01-15,678
